assetUid,sourceProfileId,sellerDisplayName,assetClass,category,subcategory,title,brand,marketReferenceBrands,price,totalAmount,mediaStatus,coverFile
v35-seed-p078-asset-001,P078,Singapore Metal Supply,physical_goods,raw_materials_packaging,metals,Singapore Metal Seed Aluminum Sheet Procurement Lot,Singapore Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,4.03 USDT,503,pending_verified_license_source,
v35-seed-p078-asset-002,P078,Singapore Metal Supply,physical_goods,raw_materials_packaging,metals,Singapore Metal Seed Stainless Fastener Box,Singapore Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,23.32 USDT,93,pending_verified_license_source,
v35-seed-p078-asset-003,P078,Singapore Metal Supply,agent_services,agent_services,procurement_agent,Singapore Metal Seed Procurement Agent Research Pack,Singapore Metal Seed,,94.34 USDT,15,pending_verified_license_source,
v35-seed-p079-asset-001,P079,Rotterdam Metal Supply,physical_goods,raw_materials_packaging,metals,Rotterdam Metal Seed Aluminum Sheet Procurement Lot,Rotterdam Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,4.14 USDT,504,pending_verified_license_source,
v35-seed-p079-asset-002,P079,Rotterdam Metal Supply,physical_goods,raw_materials_packaging,metals,Rotterdam Metal Seed Stainless Fastener Box,Rotterdam Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,23.98 USDT,94,pending_verified_license_source,
v35-seed-p079-asset-003,P079,Rotterdam Metal Supply,service_rights,service_rights,logistics_services,Rotterdam Metal Seed Sourcing and Inspection Service Pass,Rotterdam Metal Seed,,130.80 USDT,24,pending_verified_license_source,
v35-seed-p080-asset-001,P080,Dubai Metal Supply,physical_goods,raw_materials_packaging,metals,Dubai Metal Seed Aluminum Sheet Procurement Lot,Dubai Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,3.80 USDT,500,pending_verified_license_source,
v35-seed-p080-asset-002,P080,Dubai Metal Supply,physical_goods,raw_materials_packaging,metals,Dubai Metal Seed Stainless Fastener Box,Dubai Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,22 USDT,90,pending_verified_license_source,
v35-seed-p080-asset-003,P080,Dubai Metal Supply,agent_services,agent_services,procurement_agent,Dubai Metal Seed Procurement Agent Research Pack,Dubai Metal Seed,,89 USDT,12,pending_verified_license_source,
v35-seed-p081-asset-001,P081,Mumbai Metal Supply,physical_goods,raw_materials_packaging,metals,Mumbai Metal Seed Aluminum Sheet Procurement Lot,Mumbai Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,3.91 USDT,501,pending_verified_license_source,
v35-seed-p081-asset-002,P081,Mumbai Metal Supply,physical_goods,raw_materials_packaging,metals,Mumbai Metal Seed Stainless Fastener Box,Mumbai Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,22.66 USDT,91,pending_verified_license_source,
v35-seed-p081-asset-003,P081,Mumbai Metal Supply,service_rights,service_rights,logistics_services,Mumbai Metal Seed Sourcing and Inspection Service Pass,Mumbai Metal Seed,,123.60 USDT,21,pending_verified_license_source,
v35-seed-p082-asset-001,P082,Istanbul Metal Supply,physical_goods,raw_materials_packaging,metals,Istanbul Metal Seed Aluminum Sheet Procurement Lot,Istanbul Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,4.03 USDT,502,pending_verified_license_source,
v35-seed-p082-asset-002,P082,Istanbul Metal Supply,physical_goods,raw_materials_packaging,metals,Istanbul Metal Seed Stainless Fastener Box,Istanbul Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,23.32 USDT,92,pending_verified_license_source,
v35-seed-p082-asset-003,P082,Istanbul Metal Supply,agent_services,agent_services,procurement_agent,Istanbul Metal Seed Procurement Agent Research Pack,Istanbul Metal Seed,,94.34 USDT,14,pending_verified_license_source,
v35-seed-p083-asset-001,P083,Hamburg Metal Supply,physical_goods,raw_materials_packaging,metals,Hamburg Metal Seed Aluminum Sheet Procurement Lot,Hamburg Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,4.14 USDT,503,pending_verified_license_source,
v35-seed-p083-asset-002,P083,Hamburg Metal Supply,physical_goods,raw_materials_packaging,metals,Hamburg Metal Seed Stainless Fastener Box,Hamburg Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,23.98 USDT,93,pending_verified_license_source,
v35-seed-p083-asset-003,P083,Hamburg Metal Supply,service_rights,service_rights,logistics_services,Hamburg Metal Seed Sourcing and Inspection Service Pass,Hamburg Metal Seed,,130.80 USDT,23,pending_verified_license_source,
v35-seed-p084-asset-001,P084,Houston Metal Supply,physical_goods,raw_materials_packaging,metals,Houston Metal Seed Aluminum Sheet Procurement Lot,Houston Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,3.80 USDT,504,pending_verified_license_source,
v35-seed-p084-asset-002,P084,Houston Metal Supply,physical_goods,raw_materials_packaging,metals,Houston Metal Seed Stainless Fastener Box,Houston Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,22 USDT,94,pending_verified_license_source,
v35-seed-p084-asset-003,P084,Houston Metal Supply,agent_services,agent_services,procurement_agent,Houston Metal Seed Procurement Agent Research Pack,Houston Metal Seed,,89 USDT,16,pending_verified_license_source,
v35-seed-p085-asset-001,P085,Santiago Metal Supply,physical_goods,raw_materials_packaging,metals,Santiago Metal Seed Aluminum Sheet Procurement Lot,Santiago Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,3.91 USDT,500,pending_verified_license_source,
v35-seed-p085-asset-002,P085,Santiago Metal Supply,physical_goods,raw_materials_packaging,metals,Santiago Metal Seed Stainless Fastener Box,Santiago Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,22.66 USDT,90,pending_verified_license_source,
v35-seed-p085-asset-003,P085,Santiago Metal Supply,service_rights,service_rights,logistics_services,Santiago Metal Seed Sourcing and Inspection Service Pass,Santiago Metal Seed,,123.60 USDT,20,pending_verified_license_source,
v35-seed-p086-asset-001,P086,Johannesburg Metal Supply,physical_goods,raw_materials_packaging,metals,Johannesburg Metal Seed Aluminum Sheet Procurement Lot,Johannesburg Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,4.03 USDT,501,pending_verified_license_source,
v35-seed-p086-asset-002,P086,Johannesburg Metal Supply,physical_goods,raw_materials_packaging,metals,Johannesburg Metal Seed Stainless Fastener Box,Johannesburg Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,23.32 USDT,91,pending_verified_license_source,
v35-seed-p086-asset-003,P086,Johannesburg Metal Supply,agent_services,agent_services,procurement_agent,Johannesburg Metal Seed Procurement Agent Research Pack,Johannesburg Metal Seed,,94.34 USDT,13,pending_verified_license_source,
v35-seed-p087-asset-001,P087,Seoul Metal Supply,physical_goods,raw_materials_packaging,metals,Seoul Metal Seed Aluminum Sheet Procurement Lot,Seoul Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,4.14 USDT,502,pending_verified_license_source,
v35-seed-p087-asset-002,P087,Seoul Metal Supply,physical_goods,raw_materials_packaging,metals,Seoul Metal Seed Stainless Fastener Box,Seoul Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,23.98 USDT,92,pending_verified_license_source,
v35-seed-p087-asset-003,P087,Seoul Metal Supply,service_rights,service_rights,logistics_services,Seoul Metal Seed Sourcing and Inspection Service Pass,Seoul Metal Seed,,130.80 USDT,22,pending_verified_license_source,
v35-seed-p088-asset-001,P088,Sydney Metal Supply,physical_goods,raw_materials_packaging,metals,Sydney Metal Seed Aluminum Sheet Procurement Lot,Sydney Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,3.80 USDT,503,pending_verified_license_source,
v35-seed-p088-asset-002,P088,Sydney Metal Supply,physical_goods,raw_materials_packaging,metals,Sydney Metal Seed Stainless Fastener Box,Sydney Metal Seed,ArcelorMittal|Rio Tinto|Alcoa|Nucor,22 USDT,93,pending_verified_license_source,
v35-seed-p088-asset-003,P088,Sydney Metal Supply,agent_services,agent_services,procurement_agent,Sydney Metal Seed Procurement Agent Research Pack,Sydney Metal Seed,,89 USDT,15,pending_verified_license_source,
v35-seed-p089-asset-001,P089,Geneva Time Shop,physical_goods,luxury_collectibles,watches,Geneva Time Seed Automatic Timepiece Drop,Geneva Time Seed,Seiko|Tissot|Omega|Rolex,432.60 USDT,16,pending_verified_license_source,
v35-seed-p089-asset-002,P089,Geneva Time Shop,physical_goods,luxury_collectibles,watches,Geneva Time Seed Heritage Watch Strap Set,Geneva Time Seed,Seiko|Tissot|Omega|Rolex,59.74 USDT,40,pending_verified_license_source,
v35-seed-p089-asset-003,P089,Geneva Time Shop,service_rights,service_rights,logistics_services,Geneva Time Seed Sourcing and Inspection Service Pass,Geneva Time Seed,,123.60 USDT,24,pending_verified_license_source,
v35-seed-p090-asset-001,P090,Zurich Time Shop,physical_goods,luxury_collectibles,watches,Zurich Time Seed Automatic Timepiece Drop,Zurich Time Seed,Seiko|Tissot|Omega|Rolex,445.20 USDT,12,pending_verified_license_source,
v35-seed-p090-asset-002,P090,Zurich Time Shop,physical_goods,luxury_collectibles,watches,Zurich Time Seed Heritage Watch Strap Set,Zurich Time Seed,Seiko|Tissot|Omega|Rolex,61.48 USDT,36,pending_verified_license_source,
v35-seed-p090-asset-003,P090,Zurich Time Shop,agent_services,agent_services,procurement_agent,Zurich Time Seed Procurement Agent Research Pack,Zurich Time Seed,,94.34 USDT,12,pending_verified_license_source,
v35-seed-p091-asset-001,P091,London Time Shop,physical_goods,luxury_collectibles,watches,London Time Seed Automatic Timepiece Drop,London Time Seed,Seiko|Tissot|Omega|Rolex,457.80 USDT,13,pending_verified_license_source,
v35-seed-p091-asset-002,P091,London Time Shop,physical_goods,luxury_collectibles,watches,London Time Seed Heritage Watch Strap Set,London Time Seed,Seiko|Tissot|Omega|Rolex,63.22 USDT,37,pending_verified_license_source,
v35-seed-p091-asset-003,P091,London Time Shop,service_rights,service_rights,logistics_services,London Time Seed Sourcing and Inspection Service Pass,London Time Seed,,130.80 USDT,21,pending_verified_license_source,
v35-seed-p092-asset-001,P092,New York Time Shop,physical_goods,luxury_collectibles,watches,New York Time Seed Automatic Timepiece Drop,New York Time Seed,Seiko|Tissot|Omega|Rolex,420 USDT,14,pending_verified_license_source,
v35-seed-p092-asset-002,P092,New York Time Shop,physical_goods,luxury_collectibles,watches,New York Time Seed Heritage Watch Strap Set,New York Time Seed,Seiko|Tissot|Omega|Rolex,58 USDT,38,pending_verified_license_source,
v35-seed-p092-asset-003,P092,New York Time Shop,agent_services,agent_services,procurement_agent,New York Time Seed Procurement Agent Research Pack,New York Time Seed,,89 USDT,14,pending_verified_license_source,
v35-seed-p093-asset-001,P093,Tokyo Time Shop,physical_goods,luxury_collectibles,watches,Tokyo Time Seed Automatic Timepiece Drop,Tokyo Time Seed,Seiko|Tissot|Omega|Rolex,432.60 USDT,15,pending_verified_license_source,
v35-seed-p093-asset-002,P093,Tokyo Time Shop,physical_goods,luxury_collectibles,watches,Tokyo Time Seed Heritage Watch Strap Set,Tokyo Time Seed,Seiko|Tissot|Omega|Rolex,59.74 USDT,39,pending_verified_license_source,
v35-seed-p093-asset-003,P093,Tokyo Time Shop,service_rights,service_rights,logistics_services,Tokyo Time Seed Sourcing and Inspection Service Pass,Tokyo Time Seed,,123.60 USDT,23,pending_verified_license_source,
v35-seed-p094-asset-001,P094,Hong Kong Time Shop,physical_goods,luxury_collectibles,watches,Hong Kong Time Seed Automatic Timepiece Drop,Hong Kong Time Seed,Seiko|Tissot|Omega|Rolex,445.20 USDT,16,pending_verified_license_source,
v35-seed-p094-asset-002,P094,Hong Kong Time Shop,physical_goods,luxury_collectibles,watches,Hong Kong Time Seed Heritage Watch Strap Set,Hong Kong Time Seed,Seiko|Tissot|Omega|Rolex,61.48 USDT,40,pending_verified_license_source,
v35-seed-p094-asset-003,P094,Hong Kong Time Shop,agent_services,agent_services,procurement_agent,Hong Kong Time Seed Procurement Agent Research Pack,Hong Kong Time Seed,,94.34 USDT,16,pending_verified_license_source,
v35-seed-p095-asset-001,P095,Singapore Time Shop,physical_goods,luxury_collectibles,watches,Singapore Time Seed Automatic Timepiece Drop,Singapore Time Seed,Seiko|Tissot|Omega|Rolex,457.80 USDT,12,pending_verified_license_source,
v35-seed-p095-asset-002,P095,Singapore Time Shop,physical_goods,luxury_collectibles,watches,Singapore Time Seed Heritage Watch Strap Set,Singapore Time Seed,Seiko|Tissot|Omega|Rolex,63.22 USDT,36,pending_verified_license_source,
v35-seed-p095-asset-003,P095,Singapore Time Shop,service_rights,service_rights,logistics_services,Singapore Time Seed Sourcing and Inspection Service Pass,Singapore Time Seed,,130.80 USDT,20,pending_verified_license_source,
v35-seed-p096-asset-001,P096,Dubai Time Shop,physical_goods,luxury_collectibles,watches,Dubai Time Seed Automatic Timepiece Drop,Dubai Time Seed,Seiko|Tissot|Omega|Rolex,420 USDT,13,pending_verified_license_source,
v35-seed-p096-asset-002,P096,Dubai Time Shop,physical_goods,luxury_collectibles,watches,Dubai Time Seed Heritage Watch Strap Set,Dubai Time Seed,Seiko|Tissot|Omega|Rolex,58 USDT,37,pending_verified_license_source,
v35-seed-p096-asset-003,P096,Dubai Time Shop,agent_services,agent_services,procurement_agent,Dubai Time Seed Procurement Agent Research Pack,Dubai Time Seed,,89 USDT,13,pending_verified_license_source,
v35-seed-p097-asset-001,P097,Paris Time Shop,physical_goods,luxury_collectibles,watches,Paris Time Seed Automatic Timepiece Drop,Paris Time Seed,Seiko|Tissot|Omega|Rolex,432.60 USDT,14,pending_verified_license_source,
v35-seed-p097-asset-002,P097,Paris Time Shop,physical_goods,luxury_collectibles,watches,Paris Time Seed Heritage Watch Strap Set,Paris Time Seed,Seiko|Tissot|Omega|Rolex,59.74 USDT,38,pending_verified_license_source,
v35-seed-p097-asset-003,P097,Paris Time Shop,service_rights,service_rights,logistics_services,Paris Time Seed Sourcing and Inspection Service Pass,Paris Time Seed,,123.60 USDT,22,pending_verified_license_source,
v35-seed-p098-asset-001,P098,Milan Time Shop,physical_goods,luxury_collectibles,watches,Milan Time Seed Automatic Timepiece Drop,Milan Time Seed,Seiko|Tissot|Omega|Rolex,445.20 USDT,15,pending_verified_license_source,
v35-seed-p098-asset-002,P098,Milan Time Shop,physical_goods,luxury_collectibles,watches,Milan Time Seed Heritage Watch Strap Set,Milan Time Seed,Seiko|Tissot|Omega|Rolex,61.48 USDT,39,pending_verified_license_source,
v35-seed-p098-asset-003,P098,Milan Time Shop,agent_services,agent_services,procurement_agent,Milan Time Seed Procurement Agent Research Pack,Milan Time Seed,,94.34 USDT,15,pending_verified_license_source,
v35-seed-p099-asset-001,P099,Seoul Time Shop,physical_goods,luxury_collectibles,watches,Seoul Time Seed Automatic Timepiece Drop,Seoul Time Seed,Seiko|Tissot|Omega|Rolex,457.80 USDT,16,pending_verified_license_source,
v35-seed-p099-asset-002,P099,Seoul Time Shop,physical_goods,luxury_collectibles,watches,Seoul Time Seed Heritage Watch Strap Set,Seoul Time Seed,Seiko|Tissot|Omega|Rolex,63.22 USDT,40,pending_verified_license_source,
v35-seed-p099-asset-003,P099,Seoul Time Shop,service_rights,service_rights,logistics_services,Seoul Time Seed Sourcing and Inspection Service Pass,Seoul Time Seed,,130.80 USDT,24,pending_verified_license_source,
v35-seed-p100-asset-001,P100,Los Angeles Time Shop,physical_goods,luxury_collectibles,watches,Los Angeles Time Seed Automatic Timepiece Drop,Los Angeles Time Seed,Seiko|Tissot|Omega|Rolex,420 USDT,12,pending_verified_license_source,
v35-seed-p100-asset-002,P100,Los Angeles Time Shop,physical_goods,luxury_collectibles,watches,Los Angeles Time Seed Heritage Watch Strap Set,Los Angeles Time Seed,Seiko|Tissot|Omega|Rolex,58 USDT,36,pending_verified_license_source,
v35-seed-p100-asset-003,P100,Los Angeles Time Shop,agent_services,agent_services,procurement_agent,Los Angeles Time Seed Procurement Agent Research Pack,Los Angeles Time Seed,,89 USDT,12,pending_verified_license_source,
